customerID,gender,SeniorCitizen,Partner,Dependents,Full Name,Email Address,Home Address,Social Security Number,Credit Card Number,Marketing Segment
0461-CVKMU,Female,0,Yes,Yes,nYUwbvQYkr,gxTWOipkrE@example.com,jYVoCceykJfxrRH St,xmh-lg-GLWH,SqRSZrBIqPiWhUBk,JuzwmsOAse
8806-EAGWC,Male,0,No,No,QCHUpDGhyl,DNgiZqakcg@example.com,NVFtSWyQMlatrkw St,Gbf-ew-zMJB,fvVVJlcpcIdEmxNK,rVdvgQyNYO
8853-TZDGH,Female,0,No,No,ppgPRaomtI,asThsxtiZN@example.com,lniFHLZDkvIDjeH St,GGx-Ga-Luzd,prgbesvAOvAwUBZz,CfmCbDHRBt
7779-LGOVN,Male,1,Yes,No,qZUPqQdDuZ,QpAENzKZNP@example.com,uZstRiIDuxFfywp St,Hlq-dW-AKxL,SjruVJznmcXagveL,wlNBVEBqFV
4324-BZCKL,Female,0,Yes,Yes,BGGSQPSZNV,ekDpgefdpm@example.com,eWMWXyMpSjeZjwq St,Arz-fs-ltNk,WrGpYhmTXWjqoGeu,zFElLrYaIU
6924-TDGMT,Male,0,Yes,No,otZYsMijuA,wbZYMeNQYn@example.com,AJAaNQOJiDkOXRM St,Som-bF-YyBl,spDKuKaAsJLaHYjK,tMTYQxGvxK
9710-ZUSHQ,Female,1,No,No,zlKTkfWEeO,cICMwhVbPx@example.com,uZoHeFNJSYWMaxb St,Vci-Zd-Caxj,bjJOJyAATHjBmsDz,GYxzceiptl
1536-YHDOE,Male,0,Yes,Yes,CIaTnSqUcS,eqvLSvzLBJ@example.com,whVIwqSJEiCUZTW St,AeA-Cx-ulQJ,ENBoMXBWTBXrxqlo,UKQnQXWRoc
8123-QBNAZ,Female,0,Yes,Yes,PvzicluUdr,JcIDzGZhAH@example.com,QJPYXqqyZesKEvu St,qSr-kb-VevZ,GDSrEQiBONERdeYX,iXGJnAmEUq
3629-ZNKXA,Male,1,No,No,ojULZVNorW,btzOuSOUUH@example.com,BwfPlcvxXXTBMDk St,YgZ-GL-plnv,eagArqExckZlCZDO,GFYCBvIdAj
4827-LTQRJ,Female,1,Yes,Yes,PaEftZXGKp,QlhfoUBwpR@example.com,YqFFZnzMxTiEXXq St,XAI-Nh-Exsl,lhUhUOhvUxVIhPFu,MWpuNCBUEW
7711-YIJWC,Male,0,Yes,Yes,SkHbfPxVxC,BLSKyZRtMO@example.com,kzYCWkhitGjRyqJ St,foa-Pi-tYug,zBSnUXslmKEOOBFU,gYJXQUSrxB
5482-VXSXJ,Male,0,No,No,UvpfMgyDwC,hbxvEAusls@example.com,rZwZUJqXzpQnEoO St,zzq-Wm-NGmP,WJrSGBrZjQLDbjKv,fDXCQVdKqz
7365-BVCJH,Male,0,No,No,tkbDAJVaak,MYIttAhJKa@example.com,xFREGRHAvbcNKQc St,PzB-mW-TUbN,ZMgoTwUvoXLJpqxW,FefOynmNUV
9620-ENEJV,Female,0,No,No,vLCWyeWqFE,uakMPvCmLm@example.com,bCKDcqPASFtFBKF St,VVj-zV-xrQT,yZtpqDlhYrmFXuMM,pnfENjamGW
4183-WCSEP,Male,0,No,No,XrwbeIxrEF,rBFTMUHUoP@example.com,VoDKTAXSQAzajJw St,VvL-eO-mZhM,rEtIJckVlqbsHJmP,vFTRulwRRM
2378-YIZKA,Female,0,Yes,Yes,sGRqajWhZR,YuyQXHQmDa@example.com,hVmFShLVnCOawMR St,Bwe-Ml-Pkov,GytdxTtNThvuvUpN,PmrdaqGmIY
5498-TXHLF,Female,0,Yes,Yes,rlGGefbQMH,uxHYmRTHBY@example.com,hYTImlKNvaGgvXE St,qrD-lT-NRkH,wivAOKNsnUkDbiNT,pCoNqgHLgm
0689-DSXGL,Female,0,Yes,Yes,JCqwKWrJTO,IpqdXBYDDz@example.com,HHEOWMURwoalZgV St,tPV-TY-UbHP,JfzSeiqrwpQkSvuv,JQBaEfhwnx
6818-DJXAA,Female,0,No,Yes,fqyvvtDSXX,BqzdkERSyU@example.com,ArhCjzJqdyPwzrD St,fIN-wf-Zpet,ynDtRUhTvylVAoyt,ZnuswRrkbx
9722-UJOJR,Male,0,Yes,Yes,hOSZyweigY,pfVVSpLhEC@example.com,iAuGjzjOLIluAes St,hWL-NK-ONvo,KyMzTJkdOXKQBibh,eepMvNzjOe
0464-WJTKO,Female,0,Yes,Yes,NtTdCleDbD,aOzjoiqiso@example.com,zKXuycdUJgvGzqp St,cPu-Ay-gboY,fSEqVkAktnCMeibM,CGzRplGejS
8902-ZEOVF,Male,0,Yes,Yes,HmzoEywLaJ,OzEyCGpjmB@example.com,xozozflSJbKiCBj St,dYV-Me-EEDU,KKWeYpbakLJUgJkc,EEMekhozrd
6778-EICRF,Male,0,Yes,Yes,qWCnOyimyP,qaFmLVLZyx@example.com,weJptekFEJetstY St,FQZ-jO-WxvW,mBWTwtApsGfdDOpi,dHsQcGzVLH
2662-NNTDK,Male,0,No,No,PxmosuFWaC,JlfTvxUamK@example.com,QIBOWTlXyuDijsI St,qBL-Dc-sGHD,MxckEBOfZTBGboCu,pcXqjirfgN
4132-KALRO,Female,0,No,No,kxglNqJPyo,oXwJUCAsxn@example.com,SkQeDBopozvyICd St,Uqk-iB-rVkm,largjttCoXBOFGWB,QfydvYMzyJ
3902-FOIGH,Male,1,Yes,No,hFNzfTFZDm,frMYiilPcH@example.com,WLzBkCwCncSrPQQ St,HGV-xb-tHTF,fRjwUqUgkKuUJIhS,kyNUIkQofY
6772-KSATR,Male,0,No,No,pPNcnHBVEL,wmbljATMPn@example.com,FvVOuicAqinyXst St,BdB-LJ-DAbC,gZaHEEkqLuHMIJfX,SGuzuFYgwf
7112-OPOTK,Male,0,No,No,sYvxDDaPeK,pWbgzNOMJi@example.com,aiOVBdxHAsjGghq St,chx-as-JcIg,wxJPRXpxCESeSioo,PgLzjEmUTK
2874-YXVVA,Female,0,No,No,EHaRXWtIlV,sFhwYfXTxv@example.com,NBxemEhWiCurRRS St,Rnr-eF-nbfx,TbShRMUeTuPhqzbH,ZcJlKYplRr
1245-HARPS,Female,0,Yes,No,CBlbjKBrdi,ihwSfOCHUz@example.com,SuOpzJweqgVVatJ St,Fkg-Ui-ayss,zCmMhEgmbOFxjLXt,PXwAddtQEC
4210-QFJMF,Female,0,No,No,kVlfRHqDfr,vgRtPPShoW@example.com,JseeqSrVNaGjlBD St,yki-Ih-lgav,rxXgjyaCIrXqrfXQ,qaotCgVeEw
4323-ELYYB,Male,0,Yes,Yes,LSyNbcYvGa,MVplbuJDoW@example.com,gMwDBpUNArFOyYQ St,Eyt-QN-NpsE,ntMuDlIFZSZczClA,iMtxOGyDbR
4293-ETKAP,Female,0,Yes,Yes,yqEAwbDtKd,aKabRTIquo@example.com,STjqLPdkbykYpNi St,kKn-FS-iheQ,HDmmnxxqtUrFIZmL,KxOHkUWtGd
6064-PUPMC,Male,0,Yes,Yes,vEmUXFhdOQ,hipPzPeUWw@example.com,woZAjWdiQZfBvQk St,YTb-Wc-kfdt,OFMCnxULWbRktuNc,svCgVPAwHh
6504-VBLFL,Male,0,Yes,No,rlarHDnreT,rQKjAAsbyR@example.com,YxteDYoBLbxDYZU St,aSL-Qm-cVmj,botTTHsZNMPrQCtm,qPiwrZHzZv
6322-PJJDJ,Male,0,Yes,No,AisoHtXJab,lLQBAPxZCr@example.com,QAYVxdyuecXpZYs St,YSF-ys-xJoy,ACMHCPAnfcKzfrIb,VgPRkbEXdO
0330-BGYZE,Male,0,Yes,No,vpBQoiuwVF,VSxVSfbFoS@example.com,gkfObeRLPkIdfFn St,NRE-yU-TtTJ,HAGqIxtuAmtmNczO,qWcFOAWkiw
1085-LDWAM,Female,0,Yes,Yes,qxZSPHJzBR,TlofaMccMR@example.com,RgIrGFLpBNGDJRG St,gik-KS-bIDQ,JzjXZUVVIMjBJXjR,xZaHlPgeeV
7586-ZATGZ,Male,0,No,No,xczvmvIidZ,BbSuNlZrut@example.com,fIIdDaaikFpCPxF St,fSE-NJ-gMMF,wEfvVxtGvsbUIETg,yVmWVakCrY
7197-VOJMM,Male,0,Yes,No,xqFiJILmMN,szZGfobPdL@example.com,BHjyrlfdMoFqLby St,NSq-Na-Kozr,mLWwWgCYwMCADPIy,sHIzQjaMUX
3318-OSATS,Male,1,No,No,WnHRagvqhJ,TgGBfgvYyl@example.com,GUFirqcHecqAYRa St,EXe-Uu-Xraz,GhAaOgkDjNOOPQry,nnYpdREzBY
5828-AVIPD,Male,0,Yes,Yes,RxpkuPDydM,wzuNUtDNNd@example.com,gtVOAwzWYjsjMrf St,vFR-Bk-VyYR,CcMpiaGmkmhZbxPS,vTtXcyhuZy
1843-TLSGD,Female,0,Yes,Yes,syekuQJnFC,PDhmQAKMxy@example.com,BURZTKYpvGBRHJh St,UFT-Bx-DXXZ,izBZsrpNexuwlDVY,BwlQjleCsQ
9626-VFRGG,Female,0,No,Yes,yykSOqmVlz,xKHdzonGdm@example.com,wAdNWUyKZRfinPa St,yIa-jy-JrKZ,UhgWGnpspiXxIcAx,AhtBiBsSke
7075-BNDVQ,Female,0,No,No,QfESNSUKGU,LCegPofNwC@example.com,PxgdSImhlhvllJW St,Wvw-iW-doFg,yOYYaIHWYJyCAsCP,IBwMHUEpta
9143-CANJF,Female,0,Yes,Yes,OWaAVSVexo,vezmhIjfwG@example.com,xqmYsOsFdHrWSqX St,vNQ-uM-GoqG,QBWbaLzFjFVUIqqk,pPyeykncuZ
7284-BUYEC,Female,0,No,No,ciptNLIlEf,tVppuhdAJf@example.com,NVakNoOAntgbUqC St,ken-iq-CUXg,aElHMxmPRhNKErfk,ZLHZXAGZlG
2041-JIJCI,Female,0,No,No,PKMIjCOdWR,EOHWNEYycJ@example.com,hOWbrXcjwjFcnWw St,iKs-Je-pXHX,jylAZlROWHivsrmU,ypAGpizoVT
1086-LXKFY,Female,0,Yes,Yes,bXmhQLOcWg,nulMLemhJt@example.com,mOplfAsWoNUtiPF St,sel-iQ-EJpc,eBPGTxSnVMaqnItH,OovcbjoNnG
4900-MSOMT,Female,0,Yes,Yes,mnZrjWRmxs,zBZMmFagSm@example.com,gsAJOxaBULXMugj St,TSG-ZW-GyCf,fvaWzkkctsNNcTHL,XHrveOtjAX
2229-VWQJH,Female,0,No,No,ilspLuJqZT,DdRBajbRnX@example.com,cMxMfFSKYzHSiuE St,ViW-Bk-JllT,ifSnZWAkgUinbtYi,xgxZUhdxjS
9194-GFVOI,Female,0,Yes,No,durSVMoviI,cRsXLuNJFH@example.com,zAOYIymTYEBFwky St,mfb-md-fYVp,VQROWGtBwWYzQaSd,XffeDAEgPN
1336-EZFZY,Female,0,No,No,eefqiFVzrx,GTwNoOdBUK@example.com,dKvmsYRxDrGHdPF St,vMM-UC-VqBH,VKbIYTgATJTiBqdb,EkKuyAqkRT
4282-MSACW,Male,0,No,No,HhIwRHCQVB,lPzuUFTVuW@example.com,skrVMNPTtriZOic St,bUK-Ld-LuAa,LlkzRGuBoaPLJtIA,kWQkizbVlg
1403-LKLIK,Female,0,Yes,Yes,wBravvjgmW,fJLhyMyIZh@example.com,wipLyGtmamxhmPS St,cwC-Vy-TaMg,zMLYpHhQjYIfqtIn,MGOYntDFNP
2636-ALXXZ,Female,1,No,No,beyOIPDzzQ,MuaqFkSXRk@example.com,DvhKkFYPVtJwkdu St,nkN-zs-Udgh,MIDoVovbVGVCxDOy,DgllASshHo
7774-OJSXI,Male,0,No,No,hlReMWbhXY,fsJDvBQgbM@example.com,ajwdpqCFDUZawhB St,MQI-Tg-ndtD,zgLrzpMcewzHNszU,SHPPnacDpf
7786-WBJYI,Female,0,No,No,negOqxsXnS,aTmUVynMAL@example.com,QaunAyUVZAoXQoO St,qXh-ze-mwvQ,lJuRxOfOndWoQJpY,JZxDRpossR
0136-IFMYD,Male,1,Yes,No,AlKuzQxLEk,HRkPWJJomW@example.com,dDEIFizBmZkdrZm St,xIV-LF-peuF,mKHHSqAIHUFFEjZQ,TWRBofwhwd
5144-TVGLP,Male,1,No,No,rmcEnjyjYO,VDhbmRLgKc@example.com,rVhwUpXgrFSaauF St,Cof-LD-Eyjj,cjvfSAzxOAESQjtd,zUiOJmyADg
9643-AVVWI,Female,0,Yes,Yes,pVFzLksRVU,IAfNgQctur@example.com,WcpLRjVjgNEmZUa St,FSY-Yd-GpqN,jzGqaBSRdLfQdKbY,difensdmgG
0253-ZTEOB,Female,0,Yes,Yes,GihKrvxqbF,HBwsdTtrfr@example.com,VdtbHxQvdvwKtpE St,OFX-jx-LuIJ,LwKzxAlNVNTIoKxR,GwkpoMtUcW
2706-QZIHY,Female,0,Yes,No,mEUbvXSbVq,jtqskgLyGA@example.com,mwQMPLHukhQgcua St,ikd-It-vKrI,YnclUYawdzsiuHMi,xlUiUjkuzN
6061-PQHMK,Female,0,No,No,NjrjiyJVKm,wBzqLrYKHL@example.com,igTsBUtBKFXrzxd St,mHh-Hw-VgRi,MSxglDtmtcsrKKxF,orsfdzASBb
9885-CSMWE,Female,1,No,No,IJoNLxDNnG,nxWiXJXfuS@example.com,QcYQzoSoQKaydeo St,waA-Uy-Titl,PToLhiKWXvvBYrXI,aIdFnluHmv
6137-MFAJN,Female,0,No,No,CfowchjfnU,BpUTphYiro@example.com,EAlKlyjvzydYKIl St,agD-vF-bYqG,vQbYQABHhJbZpZfP,aiJdthsArl
9122-UMROB,Male,0,No,No,crlvAopKxG,xKnToMkJGr@example.com,XXUWqNtNewmUfXl St,etM-lk-iSsj,KglnKgWzKpvHmODb,yYLwzljwgX
4232-JGKIY,Male,0,No,No,iahkaqVMbO,LfpeVrkyhK@example.com,tIUaADzlloWMdau St,Ztt-Og-WZjV,lQNqZADtqWbkBdnO,UeDIeGWqim
2402-TAIRZ,Female,0,No,No,LzRqmhEqXh,lzYQmvAqte@example.com,oXUxCBnjFFQQQWt St,jqp-Lf-twaJ,zkrmQptoWUPBszAF,dIuSLjbOPO
9659-ZTWSM,Male,1,Yes,No,bHsDPchlFh,cSZNWchNXq@example.com,NppphLzmlMUZmZZ St,ZDZ-MF-LQVs,LccEloSkEaVmveGT,XbsIeUkyRH
9139-TWBAS,Female,0,Yes,No,JnhgzERxlf,XHBbwLNyqA@example.com,wIXIItlceuArJfD St,lmz-TS-aWiR,OgGFykdkUsnKXNmP,XHYPczBclu
6685-GBWJZ,Male,0,Yes,No,QmjWbMCxla,vTOcZeXvSq@example.com,vfNhdpXgfodnaTy St,Dpl-AO-fzzV,QtltLFhTJiRWVuee,ZUPFxduOgW
5016-ETTFF,Male,0,No,No,kedkAJhalC,kkkdvpehLS@example.com,QiPuXeTqDDAXoGS St,sCM-eZ-NvTt,QaozSVRcQeMBGXwg,vyaSIFsFpr
3866-MDTUB,Female,0,No,No,oAUiIlrwVb,pypVTHbTTo@example.com,uFZWXKWEKNirCkF St,MEE-Re-VhSn,wpNtciNLSvLJqhOz,LhbYJtKyfE
2195-VVRJF,Male,1,Yes,No,yAyXqDzvCX,InaYgXpMrc@example.com,NtrzdnGZHUxKKSg St,VwP-td-snAH,lTBgDDduxhmYfvaV,WewxKwtXOu
3913-RDSJZ,Female,0,Yes,No,zqKuYZoZLT,RKRuMPLAnh@example.com,FzougOgsSTpAolx St,RYL-bv-VPtE,UIOOJRYAtzTPkqKc,blqjyULHxI
8058-JMEQO,Female,1,No,No,PwVASHsmnH,lMTCtWRbkC@example.com,OKecMIstCECHrKJ St,hXh-dD-PFcL,deGFWEbiRXrDzTBj,IXmiZWMQMC
4203-QGNZA,Female,0,No,Yes,VRYjTRheix,XlMSRERSWc@example.com,voyTKGnNNMYYErE St,AIU-KI-ThMp,FEiQlXpRxxtBiOEI,jjeiNEdXDh
5043-TRZWM,Female,0,No,No,aUCSDtdaYZ,rwOoNygQBw@example.com,RznuXVAQpEsRgek St,NVu-Gb-pKdx,KuGYwpFfQGfwfGiG,UjQVvmTmLN
0697-ZMSWS,Male,0,No,No,useyokIqiM,rZCTezqhFl@example.com,FKJVvBThGCZPLwh St,vPF-xK-StDl,lHNDDoHGnXwHhjsV,NgkVzSXWnL
7657-DYEPJ,Male,1,No,No,QeTYQUsvDB,TmfANbbLhS@example.com,nYgtjtAYQkJWRhb St,ubI-Al-tOty,AfHXBJEwYYWxEoUd,WjGhqYlWzU
9494-BDNNC,Male,0,Yes,No,dRMEWEYsEy,PumrvUNuze@example.com,cFOnNeCNHWdsvnw St,Gip-Sn-AVqc,DzeUpyJiNtVNePQq,yBgiAxrwoB
1640-PLFMP,Female,0,No,No,CYItLzxKFI,gXkdShURYX@example.com,QyEByivKGCfBUrl St,oyI-pv-blBp,XonWFGxfSzGZkHGN,oLEpxcAAwS
5366-OBVMR,Female,0,Yes,No,dLeydcpWcE,GRTyUiZsGd@example.com,pKDmwZwinIPvnDW St,dZH-RV-WWXG,GrlXrUCjdCYGQjxx,kiaqQaVJHf
8276-MQBYC,Male,1,No,No,VotlgnPfAg,jIPwiKowEl@example.com,ZeNfRiPwgEDJoHy St,bIt-jp-rona,aizacjtcGdopKgGy,zjWgliblKG
7644-OMVMY,Male,0,Yes,Yes,kRuRUlWbgQ,OCsOIELPTM@example.com,jXFCfuuAYujwQfi St,Dsu-fy-KZto,VWYEyHwgfKhMMcJU,JEbwVTkcHS
7593-XFKDI,Male,0,No,No,FvtlitdUnU,TcDqGJXbRe@example.com,PCqYcVhKrzwgmec St,xxo-Gm-lkRe,JHBBlbBggMdJFTCc,AZqLKmEnKh
4573-JKNAE,Male,0,No,Yes,mziGNWAvJg,KCRXXrDNAy@example.com,ZVhzOPrbznFUDLi St,ovE-cn-wnhk,PACpkpUghaYKFJbT,LiWknPDzrT
0337-CNPZE,Female,0,No,No,otkhbVCJqw,sKLJyCmdWE@example.com,mexRgJCvLnagpoI St,Sfa-Lg-alDE,xARjHWugaEnqQbcP,FLzEgmdtKt
9817-APLHW,Male,0,No,No,SRmWGmkssq,JBICKOPOjF@example.com,LkCNcrhMDOLllCJ St,KJS-dm-gPXd,mKtBFfyKZPmVLrOF,RRidWHBKTA
8380-MQINP,Female,0,Yes,Yes,XdxYBsqOBB,WMmOyWpwEl@example.com,WILvuKTcqYWdzRn St,dOx-pp-Zynt,JynWPTaIJbQmVZTM,ZgDmwsZaZo
0840-DFEZH,Female,0,No,No,EeeSOIbOQM,sHPbkTVKIx@example.com,qCeJxCAUyCSNsHo St,znP-Pl-RaLL,khojVXUMehnFWwxx,LjkZPRRVrw
1513-XNPPH,Female,0,No,No,lsNhUpPBDB,BmiobqjbWV@example.com,imWwztGGsMZcpsm St,VwF-Bs-cTCN,IrIGpTtWXYRagLdl,OUrDoKXfHg
8690-ZVLCL,Female,0,Yes,Yes,NpkbDsfAAw,HAywcJzawA@example.com,tHAMCwOvjdZmzjd St,qTC-lx-vkXv,UHvwthoNmPavEbOH,YiShznCyuU
6015-VVHHE,Female,1,No,No,ZEotknIBdg,ZMRwQBrnqz@example.com,fWfZbxLhwfUuXBs St,yNn-Lw-tAuE,TjIpPfWnlnsjJPzN,IoUElWGNHq
1125-SNVCK,Female,1,No,No,AFuSfqHrSW,DjYrUaBJOx@example.com,BoGditnScJNhdsA St,Czy-Hj-MPIu,UkBKRORMJCCkLFyp,jzApDhdmBh
0384-LPITE,Male,0,No,No,QzHaDOtSod,iRoLtUHAiD@example.com,lOThNuvVAyQhARP St,EsA-oW-qzBu,StdlATNNbcJtkbGf,aSFWJOadcE
4616-EWBNJ,Female,0,No,No,fjaXPUEIVK,LiPJoMXNUV@example.com,EVcyCNOVfEKmtxK St,vCb-Pf-pDnp,hFiHuoafSnaqiBgq,cHOUFPsrXB
6347-DCUIK,Male,0,No,No,mEbOhhZNWN,ZKzKqVlFaN@example.com,qWClUaNaLhzYKTL St,RUj-Iv-lUUc,tdnFdRLCyytbRJlp,VAiFpttmBB
1335-HQMKX,Female,0,Yes,No,KMlTFKcRsp,LVffijwEyd@example.com,nPARedXKnWCKQqw St,jnE-TX-MnWU,hNOQtsPpIAHElQKx,VYQDWCyFiO
2545-EBUPK,Female,1,No,No,iJbVRjzYCG,zOBAglKRnk@example.com,pZFfPQyQfxOMwVA St,YYf-Eg-EwUQ,ekyDeQwKxnhMuMDh,SoOpUeTSxR
6923-AQONU,Male,0,Yes,Yes,CwgwFTrboA,zNSQaLWHwL@example.com,UqSaOsBYKZxuSsr St,yav-LV-cwUg,FDijEJjgnmcxgwGx,GVlDvfPZZA
2172-EJXVF,Female,1,No,No,RGgBAFbvDV,yDtlyANNqo@example.com,TaeNtqcKXZqePzE St,RFj-RJ-BTjD,krbuaPeeCnlqeamA,gfjOmnvaHO
0897-FEGMU,Female,0,Yes,No,qkfPdgYHIf,xmNIkmeIZi@example.com,HpFwAIamnuHrJQc St,aKx-xb-xeTV,chcBaZuPZSGnBTLz,kdSHIqrruj
7663-RGWBC,Male,0,No,No,psutaTqQnB,KSTzgjngLq@example.com,JKJzfsPxwRKYflR St,oMM-CF-WGMH,boHwMLSbTKxDvdfn,gkzMcGoCEa
1120-BMWUB,Female,0,No,No,NSwTiBhatw,hYPUQuRPDc@example.com,vqxOESCEfogdMwZ St,qfL-gI-LBRz,KepkGYuPCguIzTzK,gMZLYyxRhZ
9124-LHCJQ,Female,0,No,No,ZmJdhzliEb,tseuGLHkUn@example.com,EnXTSpsQtFekUFF St,OKU-eJ-RRFF,snVmLEkRRwLqvcdU,lrlHfijgwS
4536-PLEQY,Male,0,Yes,No,aLwcBbcFmo,VmhClUSSUK@example.com,CNNzmRliniTnbRD St,mUN-MS-xKJH,eRibaIquHVujcWzH,fvGIDIHGZN
7029-IJEJK,Female,0,No,No,TNFbvwmnzS,nxacaEnaJC@example.com,nddGmwDTvsGAwoM St,dkz-wx-iRbi,vVqAFQmyingiTeNx,UYXunwzpMv
8871-JLMHM,Female,0,Yes,No,NoPOkaxuzM,iZMYUQKMfm@example.com,ZsYKKJWAOhIfuER St,IsD-Nj-HqXQ,qpBpdQIPDUDewbqd,cMrKsPVeQH
2235-ZGKPT,Female,0,Yes,Yes,rnUIIipwiZ,fXDLxOvwdS@example.com,VUcajVALCCLqYFh St,iYq-je-DAeF,zaJuUwkGxmdfJRTv,rLHUdROnhE
3891-PUQOD,Female,0,No,Yes,Yungigsblv,HuAiTXXzti@example.com,luQZtCrMSpWYDGE St,nGC-VW-KPpT,VovoYFUIhCcnautK,yoGBZmcghk
5447-VYTKW,Male,0,No,No,BVOWmXPKhe,KivakNwISg@example.com,aDBHRgxCBSvbysJ St,Pgp-Vr-soKm,YBikNEmcYaHaWSMI,QgblhQRRmb
3623-FQBOX,Male,0,No,No,ofVIkJXRmH,VwEQcCdWFm@example.com,ohskJfpabvfKSOX St,eAf-yR-hCtb,kfJxfSncPkkvTmAm,ANTgvdnaqg
0689-NKYLF,Male,0,No,No,LUZEVbfDWX,sKfEysAhzk@example.com,uIIlzdaOHqOgKYi St,snf-cx-FIrm,holGOHBcskKaXLBc,KdrfdTEKLr
8659-HDIYE,Female,1,No,No,svkkNjknRF,sApTVuaQDf@example.com,pYlouDxjtvRUHuN St,ZnX-dM-IGqv,DIZbgbfFaujhTCeB,OGDievmTsV
3658-KIBGF,Female,0,No,No,LPfMLXMbpD,UPKXJXjATq@example.com,EImPrdumlBqpbrn St,GxY-cM-YRzM,IZyeRLKeEtRsVyNV,NpUOHnxGnw
3474-BAFSJ,Male,0,Yes,No,cjnjEjsXwl,CjKQpSkfQR@example.com,hzeQrjPCnkHGmxT St,hGK-tG-SKUp,oiBwAmHauexFENmk,XyoOmgftFi
5519-YLDGW,Female,0,Yes,No,pxBpbOwgYr,WkzrKpubTA@example.com,tUFgcKMzIdsgsWj St,KNF-Yb-IoCk,dsPeOeUuSpqiAkHx,uQhFXOeqqI
3865-ZFZIB,Male,0,No,No,VRpivQqnct,lTwrtRKAhY@example.com,coFmTgHnpHVKPUV St,EkF-Vy-mVpX,msJSNidxKFBkoEMB,AbYaklNQAv
1855-AGAWH,Male,0,Yes,No,dmEmwcRjga,gajjncDbeE@example.com,DugwFHcwcRxjjTK St,ZqD-IF-qQFo,HRyFhtVcQvUjBkgT,seSNHAiXsq
7109-CQYUZ,Male,0,No,No,qFxEudmTKw,qZwCmtijsA@example.com,IjPbnjzSEKRXxyh St,Wzp-QC-KJtm,sPUNXSjYryYRsxJu,ZcSOvQvVbn
1370-GGAWX,Female,0,No,No,VroxorJcPT,tjsCnxKdOQ@example.com,ggtGNyIVABVfOaz St,LWc-cK-Unxs,fCRDuMirUawaBHEg,EUTWIsGKKP
4680-KUTAJ,Female,1,No,No,WFiVxAgjwd,PKahYlKEBf@example.com,yVTHvKzYhBBNdJJ St,TeK-lE-USiJ,POwNlhhnLAOMoflD,oihiIUaveP
5307-UVGNB,Female,0,Yes,Yes,jLkFVBBsEO,VzxnmQaHln@example.com,oLhNCmLxQxXJbkO St,URK-oY-fdbg,suWWmBwULBjFuBuD,zinlEdEKqP
4946-EDSEW,Female,0,Yes,Yes,iIZeOuOTtH,OxTCeMojAf@example.com,ZblLmVXyJGHdOpS St,lcR-BW-pRSk,oquQhcyfLIeAMmRf,tgAliLkePX
2883-ILGWO,Male,1,No,No,iVVhVMMVQk,jHIYhpIwfk@example.com,qrVJJHHdCPTAHmr St,IeB-qe-KrIi,UHEkDcWGcirjzTGv,wdTuiYcZws
2516-VQRRV,Female,1,No,No,gfSMBCpsWX,VigyzStnmK@example.com,ToREzFhGlTEPMjc St,Pxs-jF-Xpal,XDPIUdgNBWbphtHm,HWnyFOzLZm
7580-UGXNC,Female,1,No,No,HKIlJpsHiG,QhrvQyfnIv@example.com,VKeoUaSMZBKWCZE St,CvQ-bG-vjkk,vXEMLeXuZnrfiIms,acMkVtLohe
3642-BYHDO,Female,0,Yes,Yes,vXAXIHtmyL,hAdoaiMPUF@example.com,dYsKzTSKXJrfgRV St,sDE-Kk-Coza,tePLhRdEOySGoEiw,jEEYMYnxzD
9629-NHXFW,Female,0,Yes,Yes,qWZenUBcRR,kkkUftwCOf@example.com,bqVhaBbmDerOWhw St,DJJ-Nt-cNMB,NdArkJtupDDshtZW,xOWqvlrbnn
2696-RZVZW,Male,0,Yes,No,MWZmijCMmS,XixYSlPOIy@example.com,lWDfQDsgAcebmPc St,XOB-CW-UCys,ZaxKEziuveNjSsnB,plBZRowIyR
5766-FTRTS,Male,0,Yes,No,DtmTxGRdFl,VsSurhgUUJ@example.com,YZiVdpxvINxQZYq St,Cyb-Gj-TVKN,boENSUqjeuqNAhvM,RWDwGLwGmJ
0396-HUJBP,Female,0,No,No,jqidvnSvHr,HKKdJvFVCA@example.com,ESJlMzJIuftQEPq St,blS-Bw-hExC,ZyYdNXKUvBTOQDGj,UubNangjbL
5178-LMXOP,Male,1,Yes,No,AiRFQQHhpS,HvceDZFCbx@example.com,IcgBkiATuBBxxBS St,cSC-ux-iXtr,shZlVlnLjEyqNAgV,cieoLGfXQF
8879-ZKJOF,Female,0,No,No,RXDMMXbZsu,eyAwROFrIW@example.com,kHFBmIJqmeAJJtP St,rem-Gw-GDAo,sYDkQdhECZGPLZJU,PwaDhcaqrZ
6285-FTQBF,Male,0,Yes,Yes,TZQfkTiGBu,qkcjVaikyC@example.com,NztbNnIWqmffGYK St,VHv-hj-buoj,sBSYMJLbqLrnNlbA,PiUBrbslOp
8185-UPYBR,Male,0,Yes,No,JkmUsFjQaS,sPsjFnraay@example.com,nIOYACHwmAkBgXW St,uVT-kc-dpbd,UFbSJrgoeKBXwouo,URiSSzAPPw
4585-HETAI,Female,0,Yes,Yes,reKmerNSDg,ITLFMXETIY@example.com,YqAlMvzpHwTiFOe St,XoL-nU-aVbK,mdeRjBKxZQfJWYHT,OUvuvdLPsl
